Release group ID,Release calendar year_start,Release calendar year_end,Water year (WY),Decade,Hatchery name,Data Source,Data status,Total number released,Mean fish mass (g),Release date_start,Release date_end,Release calendar month_start,Release calendar month_end,Rel Water_reported,Release Site_reported,Release Life History Stage_reported,Release_water_AS,Release_site_AS,Release_lat_AS,Release_long_AS,Hatchery-to-release-site-distance_rkm,Release-site-to-ocean-distance_rkm,Source_AS,Notes_AS
3161,2017,2017,2017,7,NIMBUS FISH HATCHERY,State DB,final,15300,88.93960784,42789,42789,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3163,2017,2017,2017,7,NIMBUS FISH HATCHERY,State DB,final,15300,88.93960784,42789,42789,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3165,2017,2017,2017,7,NIMBUS FISH HATCHERY,State DB,final,15300,88.93960784,42789,42789,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3167,2017,2017,2017,7,NIMBUS FISH HATCHERY,State DB,final,15300,88.93960784,42789,42789,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3148,2017,2017,2017,7,NIMBUS FISH HATCHERY,State DB,final,11294,88.9392141,42788,42788,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3168,2017,2017,2017,7,NIMBUS FISH HATCHERY,State DB,final,12256,88.93822905,42789,42789,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
494,1973,1973,1973,3,FEATHER R HATCHERY,Annual Report,final,2805,87.8,NA,NA,3,3,Feather River,NA,NA,Feather River,Feather River Hatchery,39.51636,-121.55603,0,313.87,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
496,1973,1973,1973,3,FEATHER R HATCHERY,Annual Report,final,12360,87.8,NA,NA,3,3,Feather River,NA,NA,Feather River,Feather River Hatchery,39.51636,-121.55603,0,313.87,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
498,1973,1973,1973,3,FEATHER R HATCHERY,Annual Report,final,14765,87.8,NA,NA,3,3,Feather River,NA,NA,Feather River,Feather River Hatchery,39.51636,-121.55603,0,313.87,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3158,2017,2017,2017,7,NIMBUS FISH HATCHERY,State DB,final,11823,87.23100147,42789,42789,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3142,2017,2017,2017,7,NIMBUS FISH HATCHERY,State DB,final,11377,87.22984414,42788,42788,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2193,2009,2009,2009,7,MOK R FISH INS,State DB,final,8320,87.22923077,39863,39863,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2682,2004,2004,2004,6,NIMBUS FISH HATCHERY,State DB,final,10400,87.22923077,38021,38021,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2752,2006,2006,2006,6,NIMBUS FISH HATCHERY,State DB,final,19240,87.22923077,38765,38765,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2758,2006,2006,2006,6,NIMBUS FISH HATCHERY,State DB,final,18720,87.22923077,38771,38771,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3140,2017,2017,2017,7,NIMBUS FISH HATCHERY,State DB,final,15600,87.22923077,42788,42788,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3146,2017,2017,2017,7,NIMBUS FISH HATCHERY,State DB,final,15600,87.22923077,42788,42788,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3147,2017,2017,2017,7,NIMBUS FISH HATCHERY,State DB,final,15600,87.22923077,42788,42788,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3149,2017,2017,2017,7,NIMBUS FISH HATCHERY,State DB,final,15600,87.22923077,42788,42788,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3159,2017,2017,2017,7,NIMBUS FISH HATCHERY,State DB,final,15600,87.22923077,42789,42789,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3164,2017,2017,2017,7,NIMBUS FISH HATCHERY,State DB,final,15600,87.22923077,42789,42789,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3166,2017,2017,2017,7,NIMBUS FISH HATCHERY,State DB,final,15600,87.22923077,42789,42789,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3169,2017,2017,2017,7,NIMBUS FISH HATCHERY,State DB,final,15600,87.22923077,42789,42789,2,2,American River Lower,Jibboom Street Boat Ramp,Yearling,American River,Jibboom Street Boat Ramp,38.599578,-121.505863,36.28,174.71,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2463,1977,1977,1977,3,NIMBUS FISH HATCHERY,Annual Report,final,26390,87.2,NA,NA,1,1,Sacramento River,Garcia Bend,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
495,1973,1973,1973,3,FEATHER R HATCHERY,Annual Report,final,6240,86.1,NA,NA,3,3,Feather River,NA,NA,Feather River,Feather River Hatchery,39.51636,-121.55603,0,313.87,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2429,1974,1974,1974,3,NIMBUS FISH HATCHERY,Annual Report,final,49062,86,NA,NA,3,3,Sacramento River,Garcia Bend,NA,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2439,1975,1975,1975,3,NIMBUS FISH HATCHERY,Annual Report,final,38390,85.85,NA,NA,3,3,Sacramento River,Garcia Bend,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2451,1976,1976,1976,3,NIMBUS FISH HATCHERY,Annual Report,final,46640,85.6,NA,NA,2,2,Sacramento River,Garcia Bend,NA,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2201,2009,2009,2009,7,MOK R FISH INS,State DB,final,8480,85.58339623,39868,39868,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2601,1997,1997,1997,5,NIMBUS FISH HATCHERY,Annual Report,draft,293387,85.58339623,NA,NA,1,1,American River,NA,Yearling,American River,Nimbus Fish Hatchery,38.637,-121.221,0,210.99,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2666,2004,2004,2004,6,NIMBUS FISH HATCHERY,State DB,final,10600,85.58339623,38013,38013,1,1,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2667,2004,2004,2004,6,NIMBUS FISH HATCHERY,State DB,final,10600,85.58339623,38013,38013,1,1,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2711,2005,2005,2005,6,NIMBUS FISH HATCHERY,State DB,final,10600,85.58339623,38390,38390,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2757,2006,2006,2006,6,NIMBUS FISH HATCHERY,State DB,final,19345,85.58339623,38770,38770,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2765,2006,2006,2006,6,NIMBUS FISH HATCHERY,State DB,final,6095,85.58339623,38775,38775,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2435,1975,1975,1975,3,NIMBUS FISH HATCHERY,Annual Report,final,6095,85.5,NA,NA,3,3,Sacramento River,Miller Park,Yearling,Sacramento River,Miller Park,38.56182,-121.51909,41,167.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2437,1975,1975,1975,3,NIMBUS FISH HATCHERY,Annual Report,final,23320,85.5,NA,NA,3,3,Sacramento River,Garcia Bend,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2153,2008,2008,2008,7,MOK R FISH INS,State DB,final,15960,85.26165414,39475,39475,1,1,"San Pablo Bay, Crockett",Shore Terminal,Yearling,San Pablo Bay,Shore Terminal,38.05761,-122.24493,170.46,41.5,THIS_DB,NA
2154,2008,2008,2008,7,MOK R FISH INS,State DB,final,3724,85.26165414,39475,39475,1,1,"San Pablo Bay, Crockett",Shore Terminal,Yearling,San Pablo Bay,Shore Terminal,38.05761,-122.24493,170.46,41.5,THIS_DB,NA
512,1974,1974,1974,3,FEATHER R HATCHERY,Annual Report,final,86700,85,NA,NA,4,4,Feather River,Gridley,NA,Feather River,Gridley,39.3593,-121.6365,25.95,285.78,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
